date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
2001-04-15,Province No. 1,DHANKUTA,Dhankuta,647,26.98,87.33,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,17.1,0.24
2001-04-15,Province No. 1,DHANKUTA,Dhankuta,647,26.98,87.33,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,19,0.27
2001-04-15,Province No. 1,ILAM,Ilam,649,26.91,87.94,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,13.5,0.19
2001-04-15,Province No. 1,ILAM,Ilam,649,26.91,87.94,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,16,0.22
2001-04-15,Province No. 1,JHAPA,Jhapa,661,26.48,87.85,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,13.37,0.19
2001-04-15,Province No. 1,JHAPA,Jhapa,661,26.48,87.85,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,14,0.2
2001-04-15,Province No. 2,DHANUSHA,Dhanusha,660,26.74,85.93,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,12,0.17
2001-04-15,Province No. 5,BANKE,Banke,658,28.03,81.62,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,12,0.17
2001-04-15,Province No. 5,BANKE,Banke,658,28.03,81.62,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,12,0.17
2001-04-15,Province No. 5,PALPA,Tansen,3900,27.87,83.52,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,12.5,0.17
2001-04-15,Province No. 5,ROLPA,Rolpa,655,28.32,82.63,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,15,0.21
2001-04-15,Province No. 5,RUPANDEHI,Rupandehi,665,27.48,83.28,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,13,0.18
2001-04-15,Province No. 6,JUMLA,Jumla,650,29.28,82.17,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,48.6,0.68
2001-04-15,Province No. 6,JUMLA,Jumla,650,29.28,82.17,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,46,0.64
2001-04-15,Province No. 6,SURKHET,Surkhet,657,28.6,81.6,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,14.55,0.2
2001-04-15,Province No. 6,SURKHET,Surkhet,657,28.6,81.6,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,14.15,0.2
2001-04-15,Province No. 7,KAILALI,Kailali,662,28.57,80.78,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,11,0.15
2001-05-15,Province No. 1,DHANKUTA,Dhankuta,647,26.98,87.33,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,18.7,0.26
2001-05-15,Province No. 2,DHANUSHA,Dhanusha,660,26.74,85.93,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,12,0.17
2001-05-15,Province No. 2,DHANUSHA,Dhanusha,660,26.74,85.93,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,14,0.2
2001-05-15,Province No. 5,BANKE,Banke,658,28.03,81.62,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,13,0.18
2001-05-15,Province No. 5,PALPA,Tansen,3900,27.87,83.52,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,12.6,0.18
2001-05-15,Province No. 5,ROLPA,Rolpa,655,28.32,82.63,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,15,0.21
2001-05-15,Province No. 5,ROLPA,Rolpa,655,28.32,82.63,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,18,0.25
2001-05-15,Province No. 5,RUPANDEHI,Rupandehi,665,27.48,83.28,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,13.25,0.19
2001-05-15,Province No. 6,JUMLA,Jumla,650,29.28,82.17,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,50,0.7
2001-05-15,Province No. 6,SURKHET,Surkhet,657,28.6,81.6,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,13.7,0.19
2001-05-15,Province No. 7,ACHHAM,Achham,645,29.05,81.3,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,22,0.31
2001-05-15,Province No. 7,KAILALI,Kailali,662,28.57,80.78,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,16,0.22
2001-05-15,Province No. 7,KAILALI,Kailali,662,28.57,80.78,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,12,0.17
2001-06-15,Province No. 1,DHANKUTA,Dhankuta,647,26.98,87.33,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,12.4,0.17
2001-06-15,Province No. 1,DHANKUTA,Dhankuta,647,26.98,87.33,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,14,0.2
2001-06-15,Province No. 1,ILAM,Ilam,649,26.91,87.94,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,13.5,0.19
2001-06-15,Province No. 1,ILAM,Ilam,649,26.91,87.94,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,16,0.22
2001-06-15,Province No. 1,JHAPA,Jhapa,661,26.48,87.85,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,13,0.18
2001-06-15,Province No. 2,DHANUSHA,Dhanusha,660,26.74,85.93,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,12,0.17
2001-06-15,Province No. 2,DHANUSHA,Dhanusha,660,26.74,85.93,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,14,0.2
2001-06-15,Province No. 5,BANKE,Banke,658,28.03,81.62,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,13,0.18
2001-06-15,Province No. 5,PALPA,Tansen,3900,27.87,83.52,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,15.5,0.22
2001-06-15,Province No. 5,PALPA,Tansen,3900,27.87,83.52,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,13.3,0.19
2001-06-15,Province No. 5,ROLPA,Rolpa,655,28.32,82.63,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,15,0.21
2001-06-15,Province No. 5,ROLPA,Rolpa,655,28.32,82.63,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,18,0.25
2001-06-15,Province No. 5,RUPANDEHI,Rupandehi,665,27.48,83.28,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,13.5,0.19
2001-06-15,Province No. 6,JUMLA,Jumla,650,29.28,82.17,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,46.31,0.65
2001-06-15,Province No. 6,JUMLA,Jumla,650,29.28,82.17,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,49.6,0.69
2001-06-15,Province No. 6,SURKHET,Surkhet,657,28.6,81.6,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,15.9,0.22
2001-06-15,Province No. 6,SURKHET,Surkhet,657,28.6,81.6,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,15.1,0.21
2001-06-15,Province No. 7,ACHHAM,Achham,645,29.05,81.3,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,25,0.35
2001-06-15,Province No. 7,KAILALI,Kailali,662,28.57,80.78,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,17,0.24
2001-06-15,Province No. 7,KAILALI,Kailali,662,28.57,80.78,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,12,0.17
2001-07-15,Province No. 1,DHANKUTA,Dhankuta,647,26.98,87.33,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,16.25,0.23
2001-07-15,Province No. 1,DHANKUTA,Dhankuta,647,26.98,87.33,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,20,0.28
2001-07-15,Province No. 1,ILAM,Ilam,649,26.91,87.94,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,14.75,0.21
2001-07-15,Province No. 1,JHAPA,Jhapa,661,26.48,87.85,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,13,0.18
2001-07-15,Province No. 1,JHAPA,Jhapa,661,26.48,87.85,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,12.5,0.17
2001-07-15,Province No. 2,DHANUSHA,Dhanusha,660,26.74,85.93,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,14,0.2
2001-07-15,Province No. 5,BANKE,Banke,658,28.03,81.62,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,13,0.18
2001-07-15,Province No. 5,PALPA,Tansen,3900,27.87,83.52,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,13.8,0.19
2001-07-15,Province No. 5,PALPA,Tansen,3900,27.87,83.52,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,12.5,0.17
2001-07-15,Province No. 5,ROLPA,Rolpa,655,28.32,82.63,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,15,0.21
2001-07-15,Province No. 5,ROLPA,Rolpa,655,28.32,82.63,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,18,0.25
2001-07-15,Province No. 5,RUPANDEHI,Rupandehi,665,27.48,83.28,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,13.5,0.19
2001-07-15,Province No. 6,JUMLA,Jumla,650,29.28,82.17,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,46,0.64
2001-07-15,Province No. 6,JUMLA,Jumla,650,29.28,82.17,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,46,0.64
2001-07-15,Province No. 6,SURKHET,Surkhet,657,28.6,81.6,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,15.7,0.22
2001-07-15,Province No. 6,SURKHET,Surkhet,657,28.6,81.6,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,14.4,0.2
2001-07-15,Province No. 7,KAILALI,Kailali,662,28.57,80.78,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,17,0.24
2001-07-15,Province No. 7,KAILALI,Kailali,662,28.57,80.78,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,12,0.17
2001-08-15,Province No. 1,DHANKUTA,Dhankuta,647,26.98,87.33,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,16,0.22
2001-08-15,Province No. 1,DHANKUTA,Dhankuta,647,26.98,87.33,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,20,0.28
2001-08-15,Province No. 1,ILAM,Ilam,649,26.91,87.94,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,16,0.22
2001-08-15,Province No. 1,JHAPA,Jhapa,661,26.48,87.85,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,14,0.2
2001-08-15,Province No. 1,JHAPA,Jhapa,661,26.48,87.85,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,12.75,0.18
2001-08-15,Province No. 2,DHANUSHA,Dhanusha,660,26.74,85.93,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,14,0.2
2001-08-15,Province No. 5,BANKE,Banke,658,28.03,81.62,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,13,0.18
2001-08-15,Province No. 5,ROLPA,Rolpa,655,28.32,82.63,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,16,0.22
2001-08-15,Province No. 5,ROLPA,Rolpa,655,28.32,82.63,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,18,0.25
2001-08-15,Province No. 6,JUMLA,Jumla,650,29.28,82.17,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,46.4,0.65
2001-08-15,Province No. 6,SURKHET,Surkhet,657,28.6,81.6,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,15.75,0.22
2001-08-15,Province No. 6,SURKHET,Surkhet,657,28.6,81.6,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,14.7,0.21
2001-08-15,Province No. 7,ACHHAM,Achham,645,29.05,81.3,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,20,0.28
2001-08-15,Province No. 7,KAILALI,Kailali,662,28.57,80.78,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,17,0.24
2001-09-15,Province No. 1,DHANKUTA,Dhankuta,647,26.98,87.33,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,15.7,0.22
2001-09-15,Province No. 1,DHANKUTA,Dhankuta,647,26.98,87.33,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,20,0.28
2001-09-15,Province No. 1,ILAM,Ilam,649,26.91,87.94,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,16,0.22
2001-09-15,Province No. 1,ILAM,Ilam,649,26.91,87.94,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,16,0.22
2001-09-15,Province No. 1,JHAPA,Jhapa,661,26.48,87.85,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,13.25,0.19
2001-09-15,Province No. 1,JHAPA,Jhapa,661,26.48,87.85,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,13,0.18
2001-09-15,Province No. 2,DHANUSHA,Dhanusha,660,26.74,85.93,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,13.4,0.19
2001-09-15,Province No. 2,DHANUSHA,Dhanusha,660,26.74,85.93,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,13,0.18
2001-09-15,Province No. 5,BANKE,Banke,658,28.03,81.62,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,13.75,0.19
2001-09-15,Province No. 5,PALPA,Tansen,3900,27.87,83.52,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,14.4,0.2
2001-09-15,Province No. 5,ROLPA,Rolpa,655,28.32,82.63,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,17,0.24
2001-09-15,Province No. 5,ROLPA,Rolpa,655,28.32,82.63,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,18.5,0.26
2001-09-15,Province No. 5,RUPANDEHI,Rupandehi,665,27.48,83.28,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,14,0.2
2001-09-15,Province No. 6,JUMLA,Jumla,650,29.28,82.17,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,45.65,0.64
2001-09-15,Province No. 6,JUMLA,Jumla,650,29.28,82.17,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,47.9,0.67
2001-09-15,Province No. 6,SURKHET,Surkhet,657,28.6,81.6,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,16.5,0.23
2001-09-15,Province No. 7,ACHHAM,Achham,645,29.05,81.3,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,20,0.28
2001-09-15,Province No. 7,KAILALI,Kailali,662,28.57,80.78,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,16,0.22
2001-09-15,Province No. 7,KAILALI,Kailali,662,28.57,80.78,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,12,0.17
2001-10-15,Province No. 1,DHANKUTA,Dhankuta,647,26.98,87.33,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,15,0.21
2001-10-15,Province No. 1,DHANKUTA,Dhankuta,647,26.98,87.33,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,18,0.25
2001-10-15,Province No. 1,ILAM,Ilam,649,26.91,87.94,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,16,0.22
2001-10-15,Province No. 1,ILAM,Ilam,649,26.91,87.94,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,16,0.22
2001-10-15,Province No. 1,JHAPA,Jhapa,661,26.48,87.85,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,12,0.17
2001-10-15,Province No. 2,DHANUSHA,Dhanusha,660,26.74,85.93,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,14.4,0.2
2001-10-15,Province No. 2,DHANUSHA,Dhanusha,660,26.74,85.93,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,12.8,0.18
2001-10-15,Province No. 5,BANKE,Banke,658,28.03,81.62,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,13,0.18
2001-10-15,Province No. 5,PALPA,Tansen,3900,27.87,83.52,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,14,0.2
2001-10-15,Province No. 5,ROLPA,Rolpa,655,28.32,82.63,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,19,0.27
2001-10-15,Province No. 5,RUPANDEHI,Rupandehi,665,27.48,83.28,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,13.5,0.19
2001-10-15,Province No. 6,JUMLA,Jumla,650,29.28,82.17,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,43.9,0.61
2001-10-15,Province No. 6,JUMLA,Jumla,650,29.28,82.17,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,43.8,0.61
2001-10-15,Province No. 6,SURKHET,Surkhet,657,28.6,81.6,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,11.8,0.17
2001-10-15,Province No. 6,SURKHET,Surkhet,657,28.6,81.6,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,14,0.2
2001-10-15,Province No. 7,ACHHAM,Achham,645,29.05,81.3,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,20,0.28
2001-10-15,Province No. 7,KAILALI,Kailali,662,28.57,80.78,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,16,0.22
2001-11-15,Province No. 1,DHANKUTA,Dhankuta,647,26.98,87.33,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,20,0.28
2001-11-15,Province No. 1,ILAM,Ilam,649,26.91,87.94,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,15,0.21
2001-11-15,Province No. 1,JHAPA,Jhapa,661,26.48,87.85,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,11.5,0.16
2001-11-15,Province No. 5,BANKE,Banke,658,28.03,81.62,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,6,0.084
2001-11-15,Province No. 5,BANKE,Banke,658,28.03,81.62,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,11,0.15
2001-11-15,Province No. 5,PALPA,Tansen,3900,27.87,83.52,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,16.8,0.24
2001-11-15,Province No. 5,PALPA,Tansen,3900,27.87,83.52,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,16,0.22
2001-11-15,Province No. 5,ROLPA,Rolpa,655,28.32,82.63,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,19,0.27
2001-11-15,Province No. 6,JUMLA,Jumla,650,29.28,82.17,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,44,0.62
2001-11-15,Province No. 6,JUMLA,Jumla,650,29.28,82.17,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,41.3,0.58
2001-11-15,Province No. 6,SURKHET,Surkhet,657,28.6,81.6,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,12,0.17
2001-11-15,Province No. 7,ACHHAM,Achham,645,29.05,81.3,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,20,0.28
2001-11-15,Province No. 7,KAILALI,Kailali,662,28.57,80.78,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,16,0.22
2001-11-15,Province No. 7,KAILALI,Kailali,662,28.57,80.78,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,12,0.17
2001-12-15,Province No. 1,DHANKUTA,Dhankuta,647,26.98,87.33,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,15.5,0.22
2001-12-15,Province No. 1,DHANKUTA,Dhankuta,647,26.98,87.33,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,20,0.28
2001-12-15,Province No. 1,ILAM,Ilam,649,26.91,87.94,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,15,0.21
2001-12-15,Province No. 1,JHAPA,Jhapa,661,26.48,87.85,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,11,0.15
2001-12-15,Province No. 1,JHAPA,Jhapa,661,26.48,87.85,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,13.5,0.19
2001-12-15,Province No. 2,DHANUSHA,Dhanusha,660,26.74,85.93,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,12,0.17
2001-12-15,Province No. 2,DHANUSHA,Dhanusha,660,26.74,85.93,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,13,0.18
2001-12-15,Province No. 5,BANKE,Banke,658,28.03,81.62,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,13.2,0.18
2001-12-15,Province No. 5,PALPA,Tansen,3900,27.87,83.52,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,16,0.22
2001-12-15,Province No. 5,ROLPA,Rolpa,655,28.32,82.63,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,14.5,0.2
2001-12-15,Province No. 5,RUPANDEHI,Rupandehi,665,27.48,83.28,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,11.1,0.16
2001-12-15,Province No. 6,JUMLA,Jumla,650,29.28,82.17,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,44.6,0.62
2001-12-15,Province No. 6,JUMLA,Jumla,650,29.28,82.17,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,47.8,0.67
2001-12-15,Province No. 6,SURKHET,Surkhet,657,28.6,81.6,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,14,0.2
2001-12-15,Province No. 7,ACHHAM,Achham,645,29.05,81.3,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,20,0.28
2001-12-15,Province No. 7,KAILALI,Kailali,662,28.57,80.78,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,13.5,0.19
2001-12-15,Province No. 7,KAILALI,Kailali,662,28.57,80.78,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,12,0.17
2002-01-15,Province No. 1,DHANKUTA,Dhankuta,647,26.98,87.33,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,16,0.22
2002-01-15,Province No. 1,DHANKUTA,Dhankuta,647,26.98,87.33,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,20,0.28
2002-01-15,Province No. 1,ILAM,Ilam,649,26.91,87.94,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,15,0.21
2002-01-15,Province No. 1,JHAPA,Jhapa,661,26.48,87.85,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,13,0.18
2002-01-15,Province No. 2,DHANUSHA,Dhanusha,660,26.74,85.93,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,12,0.17
2002-01-15,Province No. 2,DHANUSHA,Dhanusha,660,26.74,85.93,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,14,0.2
2002-01-15,Province No. 5,BANKE,Banke,658,28.03,81.62,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,11,0.15
2002-01-15,Province No. 5,PALPA,Tansen,3900,27.87,83.52,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,17.8,0.25
2002-01-15,Province No. 5,PALPA,Tansen,3900,27.87,83.52,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,16,0.22
2002-01-15,Province No. 5,ROLPA,Rolpa,655,28.32,82.63,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,14,0.2
2002-01-15,Province No. 5,ROLPA,Rolpa,655,28.32,82.63,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,17,0.24
2002-01-15,Province No. 5,RUPANDEHI,Rupandehi,665,27.48,83.28,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,12.3,0.17
2002-01-15,Province No. 6,SURKHET,Surkhet,657,28.6,81.6,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,12.5,0.17
2002-01-15,Province No. 7,KAILALI,Kailali,662,28.57,80.78,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,12,0.17
2002-02-15,Province No. 1,DHANKUTA,Dhankuta,647,26.98,87.33,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,19,0.27
2002-02-15,Province No. 1,ILAM,Ilam,649,26.91,87.94,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,16,0.22
2002-02-15,Province No. 1,JHAPA,Jhapa,661,26.48,87.85,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,14,0.2
2002-02-15,Province No. 2,DHANUSHA,Dhanusha,660,26.74,85.93,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,14,0.2
2002-02-15,Province No. 5,BANKE,Banke,658,28.03,81.62,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,11,0.15
2002-02-15,Province No. 5,BANKE,Banke,658,28.03,81.62,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,14,0.2
2002-02-15,Province No. 5,PALPA,Tansen,3900,27.87,83.52,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,15,0.21
2002-02-15,Province No. 5,PALPA,Tansen,3900,27.87,83.52,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,15.3,0.21
2002-02-15,Province No. 5,ROLPA,Rolpa,655,28.32,82.63,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,15,0.21
2002-02-15,Province No. 5,ROLPA,Rolpa,655,28.32,82.63,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,18,0.25
2002-02-15,Province No. 5,RUPANDEHI,Rupandehi,665,27.48,83.28,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,14.5,0.2
2002-02-15,Province No. 6,JUMLA,Jumla,650,29.28,82.17,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,45.25,0.63
2002-02-15,Province No. 6,JUMLA,Jumla,650,29.28,82.17,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,41.1,0.57
2002-02-15,Province No. 6,SURKHET,Surkhet,657,28.6,81.6,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,11.7,0.16
2002-02-15,Province No. 6,SURKHET,Surkhet,657,28.6,81.6,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,14.55,0.2
2002-02-15,Province No. 7,KAILALI,Kailali,662,28.57,80.78,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,13.5,0.19
2002-02-15,Province No. 7,KAILALI,Kailali,662,28.57,80.78,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,12,0.17
2002-03-15,Province No. 1,DHANKUTA,Dhankuta,647,26.98,87.33,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,18.25,0.26
2002-03-15,Province No. 1,ILAM,Ilam,649,26.91,87.94,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,16,0.22
2002-03-15,Province No. 1,JHAPA,Jhapa,661,26.48,87.85,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,13.5,0.19
2002-03-15,Province No. 1,JHAPA,Jhapa,661,26.48,87.85,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,13,0.18
2002-03-15,Province No. 2,DHANUSHA,Dhanusha,660,26.74,85.93,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,12.25,0.17
2002-03-15,Province No. 2,DHANUSHA,Dhanusha,660,26.74,85.93,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,14.5,0.2
2002-03-15,Province No. 6,JUMLA,Jumla,650,29.28,82.17,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,46.6,0.65
